Year	Page	PageView
2012	Team:Tsinghua-D/Parts	134
2012	Team:USTC-Software/Notebook	134
2012	Team:NYU Gallatin/Notebook/Videos	133
2012	Week 1 (25/06/12)	133
2012	Template	133
2012	Team:JUIT-India/Design	133
2012	Team:Technion/31 July 2012	133
2012	Team:Trieste/test	133
2012	Team:UC Chile/Cyano/Labook/week9	133
2012	Team:Cornell/Dylan Scratch	133
2012	Team:Dundee/Software bak	133
2012	Team:EPF-Lausanne/Team/gallery.js	133
2012	Team:Penn/Notebook2	133
2012	Team:Queens Canada/Sandbox	133
2012	Team:Shenzhen/Temp/media result yao genome.htm	133
2012	Team:Shenzhen/js	133
2012	Team:Paris-Saclay/Notebook	132
2012	Team:Peking/Team/SunSibai	132
2012	Team:SDU-Denmark/Funding/Applications	132
2012	Team:TMU-Tokyo/practice	132
2012	Team:XMU-China/Attributions	132
2012	Team:British Columbia/KillSwitch	132
2012	Team:Cambridge/TEST	132
2012	Team:Cambridge/Team1	132
2012	Team:Cornell/Protocols/Vent PCR	132
2012	Team:TU Darmstadt/Protocols/DNA Ligation	132
2012	Team:TU Darmstadt/Protocols/Growing iGEMlers	132
2012	Team:Technion/25 June 2012	132
2012	Team:Technion/4 April 2012	132
2012	Team:UCSF/Data	132
2012	Team:UC Chile2/Cyanolux/Conclusions	132
2012	Team:UIUC-Illinois/Team/JSTest	132
2012	Team:TU Munich/Human Practice/Publi	131
2012	Team:UANL Mty-Mexico/slidoriontunnel	131
2012	Team:UC Chile2/Cyanolux/Strategy	131
2012	Team:XMU-China/CSS/SpryMenuBarHorizontal	131
2012	Team:XMU-China/js/SpryEffects	131
2012	Team:XMU-China/modelindex	131
2012	Team:SDU-Denmark/test	131
2012	Team:USP-UNESP-Brazil/Extras/Crowdfunding	131
2012	Team:USTC-Software/Safety	131
2012	Team:UT Dallas/script.js	131
2012	Team:Korea U Seoul/References	131
2012	Team:Leicester/Template:NavBar	131
2012	Team:Missouri Miners/Modeling	131
2012	Team:EPF-Lausanne/Notebook/25 September 2012	131
2012	Team:Evry/Notebook/June/30	131
2012	Team:Fudan D/Submitted Parts	131
2012	Team:Goettingen/G2 week3	131
2012	Team:HokkaidoU Japan/Notebook/Week 8	131
2012	Minnesota/Welcome Team	131
2012	Regions/Asia/sponsors.html	131
2012	Team:Alberta/Templates/Footer	131
2012	Team:Amsterdam/shadow/glossary	131
2012	Team:Arizona State/Template:media table line	130
2012	Team:UNITN-Trento/Template:nav	130
2012	Team:ZJU-China/p s3 5.htm	130
2012	Team:XMU-China/ourteamindex	130
2012	Team:Wisconsin-Madison/notes/reference	130
2012	Team:Technion/21 March 2012	130
2012	Team:Technion/30 July 2012	130
2012	Team:UC Chile2/Bactomithril/Conclusions	130
2012	Team:SEU A/camera.min	130
2012	Team:HokkaidoU Japan/Notebook/Week 14	130
2012	Team:Johns Hopkins-Software/HumanPractices	130
2012	Team:Michigan/Project 2	130
2012	Team:Cornell/Protocols/Gel purification	130
2012	Team:Cornell/testing/notebook/wetlab/post	130
2012	Team:EPF-Lausanne/Notebook/20 September 2012	130
2012	Team:EPF-Lausanne/Notebook/4 August 2012	130
2012	Team:ETH Zurich/Templates/Footer1	130
2012	Team:Evry/Notebook/July/28	130
2012	Team:Cornell/testing/notebook/wetlab/8	129
2012	Team:UC Davis/Notebook/Week 5	129
2012	Team:University College London/Protocols/Extract	129
2012	Team:University College London/Protocols/Nanodrop	129
2012	Team:WashU/mobile/Team/Lucas	129
2012	Team:Bielefeld-Germany/Bielefeld 2012 Flickr js	129
2012	Team:Bordeaux/Attributions	129
2012	Team:Lethbridge/Modeling	129
2012	Team:Lethbridge/Notebook	129
2012	Team:Lyon-INSA/Safety	129
2012	Team:Michigan/Notebook 2	129
2012	Team:NCTU Formosa/introvid	129
2012	Team:SEU A/jquery.mobile.customized.min	129
2012	Team:Exeter/jquery.nivo.slider.pack.js	129
2012	Team:GeoergiaState	128
2012	Team:HokkaidoU Japan/Notebook/Week 6	128
2012	Team:University College London/Week11Yanika	128
2012	Team:WashU/mobile/Team/Caleb	128
2012	Team:WashU/tester	128
2012	Team:EPF-Lausanne/Notebook/4 April 2012	128
2012	Team:Evry/Notebook/June/16	128
2012	Team:KAIST Korea/Home	128
2012	Team:NTNU Trondheim/Templates/Calendar/April	128
2012	Team:KAIST Korea/Notebook Labnote/2012 2	127
2012	Team:NTNU Trondheim/Templates/Calendar/July	127
2012	Team:UPIBI-Mexico/Undergraduate/Marco Caltempa.	127
2012	Team:UTK-Knoxville/Data	127
2012	Team:Uppsala SciTech/Parts	127
2012	Team:Valencia/collaboration;	127
2012	Team:GeoergiaState/Templates/Home	127
2012	Team:Technion/1 September 2012	127
2012	Team:Technion/3 April 2012	127
2012	Team:Technion/5 August 2012	127
2012	Team:Tianjin/frame/notebook	127
2012	Team:Trieste/Template:head	127
2012	Team:UC Chile/Cyano/Labook/week20	127
2012	Team:UC Chile/Cyano/Labook/week3	127
2012	Team:Cornell/javascripts/app	127
2012	Team:Cornell/testing/notebook/wetlab/10	127
2012	Team:EPF-Lausanne/Notebook/28 June 2012	127
2012	Team:Evry/Notebook/August/31	127
2012	Team:SEU A/fluid container	127
2012	Team:Shenzhen/Temp/left biobricks.htm	126
2012	Team:Stanford-Brown/Biomining/BioBricks	126
2012	Team:UNAM Genomics Mexico/BioSintetizarte/Finalistas/KarenEnriquez	126
2012	Team:USTC-Software/Modeling	126
2012	Team:University College London/Modelling/OurModels	126
2012	Team:Wageningen UR/ObtainingtheTuYVVLP	126
2012	Team:NTNU Trondheim/Templates/Sponsors	126
2012	Team:Waterloo/Attributions	126
2012	Team:Carnegie Mellon/Hom-Acknowldegements	126
2012	Team:Columbia-Cooper-NYC/testpageabc	126
2012	Team:EPF-Lausanne/Notebook/31 July 2012	126
2012	Team:TU Darmstadt/Protocols/Purification of Periplasmatic Proteins	126
2012	Team:TU Darmstadt/Protocols/SamplePreparationEDX	126
2012	Team:Tsinghua-D/Notebook	126
2012	Team:TU-Delft/Templates/StyleSheetNew	125
2012	Team:TU Darmstadt/Protocols/Bacterial transformation	125
2012	Team:TU Darmstadt/Protocols/IMAC	125
2012	Team:Technion/22 July 2012	125
2012	Team:Technion/23 April 2012	125
2012	Team:Technion/26 June 2012	125
2012	Team:UIUC-Illinois/Notebook/Protocols/PCR	125
2012	Team:Marburg SYNMIKRO/Templates/Navigationbar	125
2012	Team:SDU-Denmark/Modeling	125
2012	Team:SDU-Denmark/Project	125
2012	Team:Georgia Tech/sandbox/picturedemo	125
2012	Team:Grenoble/Templates/Team	125
2012	Team:UNITN-Trento/Templates:header	125
2012	Team:USTC-Software/Team	125
2012	Team:University College London/Week12Joanne3	125
2012	Team:EPF-Lausanne/Protocol/Agar plate	125
2012	Team:ETH Zurich/Templates/Footer2	125
2012	Team:Amsterdam/extra/members	125
2012	Team:British Columbia/Cost	125
2012	Team:IIT Madras/Parts	124
2012	Team:KIT-Kyoto/Sponsors	124
2012	Team:Lyon-INSA/Notebook	124
2012	Team:Tianjin/frame/safety	124
2012	Team:Queens Canada/Project	124
2012	Team:SEU A/navcontainer.css	124
2012	Team:SUSTC-Shenzhen-B/high.school.synbio.intro	124
2012	Team:Cornell/project/overview/health effects	124
2012	Team:EPF-Lausanne/Protocol/Silver Staining	124
2012	Team:Evry/Notebook/July/21	124
2012	Team:Washington/Protocols/Colony	124
2012	Team:Washington/Protocols/Yeast	124
2012	Team:Washington/Protocols/PAGE gel electrophoresis	123
2012	Team:TU Munich/Brick.xml	123
2012	Team:Technion/17 July 2012	123
2012	Team:Technion/18 July 2012	123
2012	Team:Technion/26 July 2012	123
2012	Team:UC Chile/Team/Members/Isaac	123
2012	Team:Hong Kong-CUHK/footer	123
2012	Team:Bordeaux/Modeling	123
2012	Team:CINVESTAV-IPN-UNAM MX/Attributions	123
2012	Team:CINVESTAV-IPN-UNAM MX/Safety	123
2012	Team:Penn/template	123
2012	Team:RHIT/Header	123
2012	Team:SEU A/Templates/SEU A Header	123
2012	Team:SUSTC-Shenzhen-A/test	123
2012	Team:Cornell/Notebook/PCR cleanup	123
2012	Team:Evry/Global Model	123
2012	Team:Evry/Notebook/June/24	123
2012	Team:Columbia-Cooper-NYC/temp	122
2012	Team:Cornell/testing/notebook/wetlab/11	122
2012	Team:Cornell/testing/outreach/hs	122
2012	Team:EPF-Lausanne/Sequencing/lovtap reverse 31 7 12	122
2012	Team:Evry/Notebook/July/15	122
2012	Team:Grenoble/Modeling/Notebook/September/39	122
2012	Team:IIT Madras/Attributions	122
2012	Team:UCSF/ProjectOverview	122
2012	Team:Johns Hopkins-Software/background	122
2012	Team:NTNU Trondheim/Templates/Calendar/August	122
2012	Team:Penn/css/igem2css	122
2012	Team:SEU A/home.css	122
2012	Team:SUSTC-Shenzhen-B/Control group.xml	122
2012	Team:Stanford-Brown/Modeling	122
2012	Team:University College London/templates/labbookmenu	122
2012	Team:WHU-China/Project/Death	122
2012	Team:WashU/mobile/YLCLesson	122
2012	Sandbox	122
2012	Team:Berkeley/Sandbox	122
2012	Team:Bielefeld-Germany/Protocols/TeamActivity	122
2012	Team:CU-Boulder/Template	122
2012	Team:Alberta/attributions	121
2012	Team:TU Darmstadt/Materials/pEX	121
2012	Team:TU Darmstadt/Protocols/Bacterial cell culture	121
2012	Team:TU Darmstadt/Protocols/Heat Shock Transformation	121
2012	Team:TU Darmstadt/Protocols/Protein Expression	121
2012	Team:Technion/12 August 2012	121
2012	Team:Trieste/Notebook	121
2012	Team:UIUC-Illinois/Notebook/Protocols/Bootcamp	121
2012	Team:EPF-Lausanne/Notebook/22 July 2012	121
2012	Team:Evry/Notebook/July/29	121
2012	Team:Goettingen/NeuTest3	121
2012	Team:USTC-Software/team	121
2012	Team:University College London/Protocols/RestrictionEnzymeDigest2	121
2012	Team:KIT-Kyoto/Team-Kazuko	121
2012	Team:Purdue/Biomaker Bench2	121
2012	Team:TMU-Tokyo/Notebook/Protocol/GenomeER	121
2012	Team:Queens Canada/Parts	120
2012	Team:SUSTC-Shenzhen-A/Biosearch Outlook	120
2012	Team:Stanford-Brown/VenusLife/BioBricks	120
2012	Team:Cornell/Notebook/DNA quatification	120
2012	Team:Cornell/templates/header2	120
2012	Team:EPF-Lausanne/Notebook/7 September 2012	120
2012	Team:EPF-Lausanne/Protocol/Flowcytometry - Guava	120
2012	Team:Evry/Notebook/August/24	120
2012	Team:Evry/Notebook/August/29	120
2012	Team:Evry/Notebook/July/1	120
2012	Team:Evry/Notebook/June/6	120
2012	Team:Amsterdam/ernst	120
2012	Team:Amsterdam/ernst/javascripttest	120
2012	Team:Washington/Protocols/PUR Assay	120
2012	Team:Washington/Protocols/Gib Rxn	120
2012	Team:TU-Delft/Templates/Header/Menu	120
2012	Team:TU Darmstadt/Protocols/Antibody staining	120
2012	Team:Technion/14 June 2012	120
2012	Team:Technion/28 April 2012	120
2012	Team:Technion/6 August 2012	120
2012	Team:UC Chile/Cyano/Labook/week1	120
2012	Team:KAIST Korea/home2	120
2012	Team:Groningen/Notebook/PublicRelations 12June2012	120
2012	Team:University College London/Research/Buoyancy	120
2012	Team:University College London/Week12Joanne1	120
2012	Team:University College London/Week12YanikaExp4	120
2012	Team:WHU-China/Project/Promoter PfadR	120
2012	Team:University College London/Research/Containment	119
2012	Team:University College London/templates/foot	119
2012	Team:Wageningen UR/info	119
2012	Team:XMU-China/backgroundindex	119
2012	Team:EPF-Lausanne/Notebook/12 August 2012	119
2012	Team:Evry-Genopole/Notebook/June/28	119
2012	Team:Evry/Notebook/August/25	119
2012	Team:Evry/Notebook/July/18	119
2012	Team:Penn/css/wowcss	119
2012	Team:SEU A/test/js4	119
2012	Team:Amsterdam/shadow/blog	119
2012	Team:GeoergiaState/Templates/index-3.html	119
2012	Team:Technion/10 May 2012	119
2012	Team:Technion/4 July 2012	119
2012	Team:LMU-Munich/Bacillus Biobricks	119
2012	Team:NYU Gallatin/Templates/Header Project	119
2012	Team:Nanjing China Bio/notbook	119
2012	Team:SEU A/rotator.css	118
2012	Team:SYSU-Software/style.css	118
2012	Team:ZJU-China/p s3 4.htm	118
2012	Week 2 (02/07/12)	118
2012	Team:USTC-Software/header-n	118
2012	Team:WashU/Protocols/6803media	118
2012	Team:WashU/Protocols/Digestion	118
2012	Team:Duke/Project/Problem	118
2012	Team:EPF-Lausanne/Notebook/25 August 2012	118
2012	Team:EPF-Lausanne/Notebook/9 September 2012	118
2012	Team:Evry/Notebook/September/1	118
2012	Team:TU Darmstadt/Materials/Software	118
2012	Team:TU Darmstadt/Protocols/x bp Primer Designer	118
2012	Team:Technion/25 April 2012	118
2012	Team:Technion/31 August 2012	118
2012	Team:Technion/7 June 2012	118
2012	Minnesota/Minnesota/Welcome Projects	118
2012	Team:Arizona State/Template:ASU-Team-Style	118
2012	Team:Baskent-Meds/Parts	118
2012	Team:USTC-China/parts.css	117
2012	Team:UT Dallas/shayan	117
2012	Team:SUSTC-Shenzhen-A/work	117
2012	Team:SUSTC-Shenzhen-B/programme	117
2012	Team:KIT-Kyoto/ぷれ	117
2012	Team:Lethbridge/Parts	117
2012	Team:NTNU Trondheim/Templates/Calendar/June	117
2012	Team:XMU-China/tab	117
2012	Team:TU-Delft/Seq NR1	117
2012	Team:TU-Eindhoven/Attributtions	117
2012	Team:Technion/14 April 2012	117
2012	Team:Tsinghua-A/javascript/jquery-ui-1.8.16.custom.min.js	117
2012	Team:Evry/Notebook/July/7	117
2012	Team:Fudan D/team/Yu Li.html	117
2012	Team:Groningen/Plan	117
2012	Team:Groningen/Notebook/Wetwork 27August2012	116
2012	Team:UNITN-Trento/Test	116
2012	Team:USTC-Software/gallery	116
2012	Team:UT Dallas/pop3 o design	116
2012	Team:UT Dallas/pop3 o results	116
2012	Team:Alberta/Templates/headerpicture	116
2012	Team:SEU A/photowall.css	116
2012	Team:Evry/Notebook/August/26	116
2012	Team:Evry/Notebook/July/19	116
2012	Team:Evry/template footer	116
2012	Team:XMU-China/ourcity&ouruniversityindex	116
2012	Team:Wisconsin-Madison/thanksponsors/	116
2012	Team:Washington/Protocols/Plas DNA.	116
2012	Team:Technion/23 July 2012	116
2012	Team:Technion/2 July 2012	116
2012	Team:Trieste/sandbox/team	116
2012	Team:UANL Mty-Mexico/Silica binding	116
2012	Team:Technion/10 June 2012	115
2012	Team:Technion/11 July 2012	115
2012	Team:UC Chile/Cyano/Labook/week5	115
2012	Team:Amsterdam/maarten/highcharts.js	115
2012	Team:Bielefeld-Germany/Bielefeld 2012 Flickr css	115
2012	Team:Johns Hopkins-Software/Parts	115
2012	Team:METU/test/Notebook	115
2012	Transformation Protocol Using Heat Shock	115
2012	Team:Cambridge/home2	115
2012	Team:Cambridge/static/hack splash.js	115
2012	Team:Evry/Notebook/August/1	115
2012	Team:Cornell/project/overview/oil sands	114
2012	Team:EPF-Lausanne/Notebook/29 July 2012	114
2012	Team:ETH Zurich/Templates/Construct2Menu	114
2012	Team:Evry-Genopole/Notebook/July/2	114
2012	Team:Evry/Notebook/July/14	114
2012	Team:Evry/Notebook/July/9	114
2012	Team:TU-Delft/trial	114
2012	Team:TU-Eindhoven/Test	114
2012	Team:TU Darmstadt/Protocols/Colony PCR	114
2012	Team:Technion/18 June 2012	114
2012	Team:Technion/1 May 2012	114
2012	Team:UIUC-Illinois/Notebook/Protocols/Digestions	114
2012	Team:UIUC-Illinois/Notebook/Protocols/TAE	114
2012	Team:Fudan D/team/Zhongcheng Wang.html	114
2012	Team:Groningen/States	114
2012	Team:HUST-China/Project/HumanPractice	114
2012	Team:HokkaidoU Japan/Notebook/Pre Season Activity	114
2012	Team:USTC-Software/team-n	114
2012	Team:Paris-Saclay/Project/Techniques	114
2012	Team:SEU A/project.css	114
2012	Team:SUSTC-Shenzhen-A/Biosearch Tool1	114
2012	Team:KAIST Korea/calendar	114
2012	Team:Panama INDICASAT/Modeling	114
2012	Team:EPF-Lausanne/Notebook/28 July 2012	113
2012	Team:Evry-Genopole/Notebook/June/25	113
2012	Team:Evry/Notebook/July/8	113
2012	Team:Baskent-Meds/Modeling	113
2012	Team:TU Darmstadt/Materials/Chloramphenicol	113
2012	Team:TU Darmstadt/Materials/PstI	113
2012	Team:TU Darmstadt/Protocols/Chemically competent cells	113
2012	Team:TU Darmstadt/Protocols/DNA Quantification / NanoDrop	113
2012	Team:TU Darmstadt/Protocols/Purification of DNA	113
2012	Team:Technion/19 July 2012	113
2012	Team:Technion/25 July 2012	113
2012	Team:Tokyo-NoKoGen/html5.js	113
2012	Team:Paris-Saclay/Home	113
2012	Team:Peking/Safety old	113
2012	Team:Penn/css/navigation2	113
2012	Team:Purdue/Parts2	113
2012	Team:TU-Delft/HumanPractise/General	113
2012	Team:Washington/Protocols/CompDesign	113
2012	Team:UT Dallas/pop3 future	113
2012	Team:University College London/Week12YanikaExp6	113
2012	Team:Uppsala SciTech/Team	113
2012	Team:USTC-Software/Attributions	112
2012	Team:USTC-Software/Parts	112
2012	Team:WHU-China/Project/Colonization	112
2012	Team:NTU-Taida/Templates/EqN	112
2012	Team:Copenhagen/text link her	112
2012	Team:Cornell/testing/notebook/wetlab/9	112
2012	Team:Cornell/testing/outreach/edu	112
2012	Team:Evry/Notebook/July/10	112
2012	Team:Technion/10 July 2012	112
2012	Team:Technion/17 September 2012	112
2012	Team:Technion/24 July 2012	112
2012	Team:Technion/2 August 2012	112
2012	Team:Technion/7 September 2012	112
2012	Team:Technion/9 July 2012	112
2012	Team:Technion/Project/Results	112
2012	Team:Penn/css/reset	112
2012	Team:SUSTC-Shenzhen-A/YX2	112
2012	Team:SUSTC-Shenzhen-A DengLuo test 01	112
2012	Team:Stanford-Brown/Notebook	112
2012	Team:Penn/css/igemsubcss	111
2012	Team:Shenzhen/images	111
2012	Team:TMU-Tokyo/Team test	111
2012	Team:METU/test/CellLimiter	111
2012	Team:Nanjing China Bio/notbook5	111
2012	Team:HKU HONGKONG/Team	111
2012	Team:UNAM Genomics Mexico/Templates/menulike	111
2012	Team:USTC-China/jquery.kwicks-1.5.1.js	111
2012	Team:University College London/Research/Detection	111
2012	Team:University College London/Week14Yanika14.5	111
2012	Team:Technion/17 June 2012	111
2012	Team:Tsinghua-D/Modeling	111
2012	Team:Tsinghua-D/Safety	111
2012	Team:UC Chile/Cyano/Labbook/week22	111
2012	Team:UC Chile/Templates/galleriffic	111
2012	Team:UC Chile2/Team/Advisors	111
2012	Team:Dundee/project bak	111
2012	Team:Evry/Notebook/August/12	111
2012	Team:Evry/Notebook/August/28	111
2012	Team:EPF-Lausanne/Notebook/21 July 2012	110
2012	Team:Evry/Notebook/August/14	110
2012	Team:Exeter/Applications/Impact	110
2012	Team:Paris Bettencourt/js/min	110
2012	Team:SDU-Denmark/Safety	110
2012	Team:SEU A/clear.css	110
2012	Team:Shenzhen/Temp	110
2012	SYSU-Software/v2/style.css	110
2012	Team:Amsterdam/summary	110
2012	Team:Berkeley/style	110
2012	Team:Johns Hopkins-Software/Notebook	110
2012	Team:Marburg SYNMIKRO:Template:Footer	110
2012	Team:Technion/6 June 2012	110
2012	Team:Tianjin/js/jquery-1.8.0.js	110
2012	Team:UIUC-Illinois/Notebook/Protocols/GelElectrophoresis	110
2012	Team:USTC-China/safety.css	110
2012	Team:USTC-Software/css/achievements style	110
2012	Team:USP-UNESP-Brazil/Templates/CImage	109
2012	Team:UT Dallas/test haccordian	109
2012	Team:University College London/Protocols/Antibiotics	109
2012	Kyoto/ContainedStickScroll	109
2012	Team:Cornell/Sandbox/project/wetlab2	109
2012	Team:EPF-Lausanne/Notebook/18 July 2012	109
2012	Team:Evry/Notebook/August/2	109
2012	Team:Paris-Saclay/header.css	109
2012	Team:Queens Canada/Javascript/Init	109
2012	Team:SYSU-Software/template2/js/jquery-1.4.2.js	109
2012	Team:Technion/1 August 2012	109
2012	Team:UC Chile/Cyano/Labook/week17	109
2012	Team:UIUC-Illinois/Notebook/Protocols/GelPurification	109
2012	Team:KAIST Korea/Notebook Labnote/2012 5	109
2012	Team:Carnegie Mellon/tocjs	108
2012	Team:Cornell/3d	108
2012	Team:WHU-China/Project/FuturePerspective	108
2012	Team:WashU/Protocols/GelPurification	108
2012	Team:Frankfurt/Story	108
2012	Team:Fudan D/Team/page2	108
2012	Team:Fudan D/css/style.css	108
2012	Team:Groningen/Modeling labwork	108
2012	Team:Groningen/Notebook/Wetwork 26August2012	108
2012	Team:Amsterdam/ernst:Common.js	108
2012	Team:TU Darmstadt/Protocols/PCR techniques	108
2012	Team:Technion/13 June 2012	108
2012	Team:Tsinghua-A/Home	108
2012	Team:Tsinghua-D/Attributions	108
2012	Team:UC Davis/Notebook/Week 4	108
2012	Team:Penn/Templates/Bannerpart2	108
2012	Team:SDU-Denmark/Ethics/Overview	108
2012	Team:SYSU-Software/Parts	108
2012	Team:St Andrews/Templates/Navbar	108
2012	Team:TU-Delft/DiffusionSimulation	108
2012	Team:Penn/css/layout	107
2012	Team:Shenzhen/Temp/media result yao factory.htm	107
2012	Team:Shenzhen/Temp/media team.htm	107
2012	Team:EPF-Lausanne/Notebook/20 July 2012	107
2012	Team:ETH Zurich/Templates/SectionEnd	107
2012	Team:KAIST Korea/js easing	107
2012	Team:Korea U Seoul/template/Project/Improvement	107
2012	Team:Lethbridge/Safety	107
2012	Team:Marburg SYNMIKRO/Templates/stylesheet	107
2012	Team:Missouri Miners/Attributions	107
2012	Team:NTNU Trondheim/Ferie	107
2012	Team:University College London/Week12YanikaExp5	107
2012	Team:TU Darmstadt/Materials/tctB162	107
2012	Team:Technion/17 August 2012	107
2012	Team:Technion/26 September 2012	107
2012	Templete:Team:TMU-Tokyo/css	107
2012	Team:XMU-China/accomplishmentsindex	107
2012	Team:XMU-China/attribution	106
2012	Team:header	106
2012	Team:XMU-China/exibition	106
2012	Team:Paris Bettencourt/js/RunOnLoad.js	106
2012	Team:Penn/js/jquery-1.7.1.min.js	106
2012	Team:SUSTC-Shenzhen-A/Biosearch Tool2	106
2012	Team:St Andrews/Human-practices/Tables:Scopus-iGEM	106
2012	Team:Evry/OldFrenchFrog	106
2012	Team:TU Darmstadt/Materials/BsaI	106
2012	Team:TU Darmstadt/Materials/NEB buffers	106
2012	Team:USTC-China/temp3	106
2012	Team:Uppsala SciTech/Notebook	106
2012	Team:Valencia Biocampus/mariano	106
2012	Team:USTC-Software/homepage-n	105
2012	Team:Valencia Biocampus/contactAux2	105
2012	Team:Paris Bettencourt/Restriction Enzyme/Results	105
2012	Team:TU-Delft/FUSGFP	105
2012	Team:KAIST Korea/Notebook Labnote/2012 6	105
2012	Team:Grenoble/Modeling/Notebook/October/43	105
2012	Team:Technion/5 June 2012	105
2012	Team:UC Chile2/SpiderColi/Conclusions	105
2012	Team:Cambridge/RiskAssessments/AntibioticStocks	105
2012	Team:EPF-Lausanne/Notebook/22 September 2012	105
2012	Team:Evry/Notebook/August/20	105
2012	Team:Evry/Notebook/August/22	105
2012	Team:Evry/Notebook/August/8	105
2012	Team:Evry/Notebook/June/2	105
2012	Team:Evry/Notebook/June/23	105
2012	Team:Evry/tadpool	105
2012	Team:Evry/Notebook/August/10	104
2012	Team:Evry/Notebook/August/13	104
2012	Team:Evry/Notebook/June/7	104
2012	Team:Johns Hopkins-Software/Modeling	104
2012	Team:KAIST Korea/js	104
2012	Team:Macquarie Australia/blahish	104
2012	Team:Paris-Saclay/jush.js	104
2012	Team:Paris-Saclay/st-accordion.css	104
2012	Team:Penn/Notebook/V2	104
2012	Team:Penn/css/menu	104
2012	Team:RHIT/responsiveslides.min.js	104
2012	Team:UT-Tokyo-Software/Notebook/Applets	104
2012	Team:WHU-China/Project/Background	104
2012	Team:XMU-China/datapageindex	104
2012	Team:Washington/Protocols/Elect.	104
2012	Team:UIUC-Illinois/Notebook/Protocols/Subculturing	104
2012	Team:Amsterdam/temp.php	104
2012	Team:WashU/Protocols/GlycerolStock	103
2012	Team:KIT-Kyoto/01wiki	103
2012	Team:Macquarie Australia/Protocols/Designing Gibson Assembly Fragments	103
2012	Team:Mcmaster-Ontario/menu	103
2012	Team:Miyasma	103
2012	Team:NTNU Trondheim/Model/Overview	103
2012	Team:Panama INDICASAT/Attributions	103
2012	Team:Evry/Notebook/July/22	103
2012	Team:Penn/js/vallenato	103
2012	Team:TU-Delft/Seq BR4	103
2012	Team:Technion/8 September 2012	103
2012	Team:Trieste/static/page boot.js	103
2012	Team:UC Chile2/Results/Vs	103
2012	Team:Grenoble/Templates/Grenoble	103
2012	Team:Grenoble/Templates/Human Practice	103
2012	Team:ZJU-China/index.htm	103
2012	Team:Washington/Protocols/sequencing	103
2012	Team:ETH Zurich/Team overview	102
2012	Team:Evry-Genopole/Notebook/June/27	102
2012	Team:Evry/Notebook/August/17	102
2012	Team:Evry/Notebook/June/08	102
2012	Team:Evry/Notebook/June/9	102
2012	Team:USTC-Software/google7591aa9fe6b3d31f.html	102
2012	Team:WashU/photogallery	102
2012	Team:Amsterdam/shadow/modelPage	102
2012	Team:CBNU-Korea/test	102
2012	Team:KAIST Korea/part	102
2012	Team:NTNU Trondheim/Templates/Calendar/March	102
2012	Team:NTNU Trondheim/Test/Templates/Header	102
2012	Team:HokkaidoU Japan/Protocols	102
2012	Team:Paris Bettencourt/SID/Results	102
2012	Team:Queens Canada/Modeling	102
2012	Team:TU-Delft/test	102
2012	Team:TU Darmstadt/Materials/tctA503	102
2012	Team:TU Darmstadt/Protocols/Salting Out	102
2012	Team:UC Chile/Cyano/Labook/week23	102
2012	Team:UC Chile/Cyano/Labook/week6	102
2012	Team:UC Chile2/SpiderColi/References	102
2012	Team:UIUC-Illinois/template1	102
2012	Team:TU-Delft/Seq BR3	101
2012	Team:TU Darmstadt/Materials/EcoRI	101
2012	Team:TU Darmstadt/Materials/PBS	101
2012	Team:TU Darmstadt/Protocols/Electroporation	101
2012	Team:Technion/19 June 2012	101
2012	Team:Technion/21 May 2012	101
2012	Team:UC Chile/Cyano/Labook/week7	101
2012	Team:UC Chile2/Results/Growthcurve	101
2012	Team:UC Chile2/Results/LuxBrick	101
2012	Team:Baskent-Meds/Safety	101
2012	Team:CINVESTAV-IPN-UNAM MX/Human Practices	101
2012	Team:Columbia-Cooper-NYC/trial6	101
2012	Team:Evry/Notebook/August/16	101
2012	Team:Evry/Notebook/June/09	101
2012	Team:Washington/Protocols/Competent	101
2012	Team:ZJU-China/testchoose.htm	101
2012	Team:University College London/Protocols/T4dnaligase	101
2012	Team:WHU-China/Project/MicrobiotaModel	101
2012	Team:SJTU-BioX-Shanghai/B	101
2012	Team:Slovenia/ModelingInteractiveSimulationsNew	101
2012	Team:Goettingen/G2 week1	101
2012	Team:Frankfurt/Sponsors	100
2012	Team:Grenoble/Modeling/Notebook/October/41	100
2012	Team:Grenoble/Templates/Parts	100
2012	Team:Washington/Protocols/Transformation	100
2012	Team:British Columbia/Human Practices/Patent FAQ	100
2012	Team:TU Darmstadt/Protocols/Cloning	100
2012	Team:Technion/24 June 2012	100
2012	Team:Tianjin/nowrapfooter	100
2012	Team:Tianjin/scropic.css	100
2012	Team:UIUC-Illinois/Notebook/Protocols/Electrocompetence	100
2012	Team:UIUC-Illinois/Notebook/Protocols/Inoculation	100
2012	Team:UIUC-Illinois/nivotest	100
2012	Team:EPF-Lausanne/Notebook/26 September 2012	100
2012	Team:Paris-Saclay/galleriffic-3	100
2012	Team:Panama INDICASAT/Notebook	100
2012	Team:NTU-Taida/Templates/Gif	99
2012	Team:TU-Eindhoven/LEC/Lab test	99
2012	Team:TU Darmstadt/Materials/Taq polymerase	99
2012	Team:Technion/18 August 2012	99
2012	Team:Washington/Protocols/Overnights.	99
2012	Team:Paris Bettencourt/Semantic containment/Results	99
2012	Team:SDU-Denmark/Funding/applications/oticon	99
2012	Team:Shenzhen/Temp/left notebook.htm	99
